example_id,domain,dialogue_id,turn_id,speaker,politeness_label,split,paper_subset
taxi:6:6,taxi,6,6,agent,1,train,1
taxi:6:7,taxi,6,7,user,0,train,0
taxi:6:8,taxi,6,8,agent,1,train,0
taxi:6:9,taxi,6,9,user,0,train,0
taxi:6:10,taxi,6,10,agent,2,train,0
taxi:6:11,taxi,6,11,user,0,train,0
taxi:6:12,taxi,6,12,agent,2,train,0
taxi:6:13,taxi,6,13,user,2,train,0
taxi:6:14,taxi,6,14,agent,2,train,0
taxi:7:1,taxi,7,1,user,2,test,0
taxi:7:2,taxi,7,2,agent,2,test,1
taxi:7:3,taxi,7,3,user,0,test,0
taxi:7:4,taxi,7,4,agent,0,test,0
taxi:7:5,taxi,7,5,user,0,test,0
taxi:7:6,taxi,7,6,agent,1,test,0
taxi:7:7,taxi,7,7,user,0,test,0
taxi:7:8,taxi,7,8,agent,2,test,0
taxi:7:9,taxi,7,9,user,2,test,0
taxi:7:10,taxi,7,10,agent,2,test,0
taxi:7:11,taxi,7,11,user,3,test,0
taxi:7:12,taxi,7,12,agent,3,test,1
taxi:8:1,taxi,8,1,user,1,train,0
taxi:8:2,taxi,8,2,agent,2,train,0
taxi:8:3,taxi,8,3,user,0,train,1
taxi:8:4,taxi,8,4,agent,0,train,0
taxi:8:5,taxi,8,5,user,0,train,0
taxi:8:6,taxi,8,6,agent,0,train,0
taxi:8:7,taxi,8,7,user,0,train,0
taxi:8:8,taxi,8,8,agent,2,train,0
taxi:8:9,taxi,8,9,user,0,train,0
taxi:8:10,taxi,8,10,agent,2,train,0
taxi:8:11,taxi,8,11,user,0,train,0
taxi:8:12,taxi,8,12,agent,2,train,0
taxi:8:13,taxi,8,13,user,2,train,0
taxi:8:14,taxi,8,14,agent,2,train,1
taxi:8:15,taxi,8,15,user,3,train,0
taxi:8:16,taxi,8,16,agent,3,train,1
taxi:9:1,taxi,9,1,user,1,train,0
taxi:9:2,taxi,9,2,agent,0,train,1
taxi:9:3,taxi,9,3,user,0,train,0
taxi:9:4,taxi,9,4,agent,2,train,0
taxi:9:5,taxi,9,5,user,3,train,1
taxi:9:6,taxi,9,6,agent,2,train,0
taxi:10:1,taxi,10,1,user,2,train,1
taxi:10:2,taxi,10,2,agent,2,train,0
taxi:10:3,taxi,10,3,user,0,train,0
taxi:10:4,taxi,10,4,agent,1,train,0
taxi:10:5,taxi,10,5,user,0,train,1
taxi:10:6,taxi,10,6,agent,1,train,0
taxi:10:7,taxi,10,7,user,3,train,1
taxi:10:8,taxi,10,8,agent,2,train,1
taxi:10:9,taxi,10,9,user,3,train,1
taxi:10:10,taxi,10,10,agent,3,train,1
taxi:11:1,taxi,11,1,user,2,train,0
taxi:11:2,taxi,11,2,agent,0,train,1
taxi:11:3,taxi,11,3,user,0,train,0
taxi:11:4,taxi,11,4,agent,1,train,0
taxi:11:5,taxi,11,5,user,0,train,0
taxi:11:6,taxi,11,6,agent,2,train,0
taxi:11:7,taxi,11,7,user,3,train,1
taxi:11:8,taxi,11,8,agent,2,train,0
taxi:11:9,taxi,11,9,user,0,train,1
taxi:11:10,taxi,11,10,agent,2,train,0
taxi:11:11,taxi,11,11,user,3,train,1
taxi:11:12,taxi,11,12,agent,3,train,0
taxi:12:1,taxi,12,1,user,1,train,0
taxi:12:2,taxi,12,2,agent,2,train,0
taxi:12:3,taxi,12,3,user,2,train,1
taxi:12:4,taxi,12,4,agent,2,train,0
taxi:13:1,taxi,13,1,user,0,train,0
taxi:13:2,taxi,13,2,agent,2,train,0
taxi:13:3,taxi,13,3,user,0,train,0
taxi:13:4,taxi,13,4,agent,2,train,0
taxi:13:5,taxi,13,5,user,2,train,0
taxi:13:6,taxi,13,6,agent,2,train,0
taxi:14:1,taxi,14,1,user,1,train,1
taxi:14:2,taxi,14,2,agent,1,train,0
taxi:14:3,taxi,14,3,user,0,train,0
taxi:14:4,taxi,14,4,agent,1,train,0
taxi:14:5,taxi,14,5,user,0,train,0
taxi:14:6,taxi,14,6,agent,1,train,0
taxi:14:7,taxi,14,7,user,0,train,0
taxi:14:8,taxi,14,8,agent,2,train,0
taxi:14:9,taxi,14,9,user,2,train,0
taxi:14:10,taxi,14,10,agent,2,train,0
taxi:15:1,taxi,15,1,user,3,train,1
taxi:15:2,taxi,15,2,agent,1,train,0
taxi:15:3,taxi,15,3,user,0,train,0
taxi:15:4,taxi,15,4,agent,1,train,0
taxi:15:5,taxi,15,5,user,0,train,0
taxi:15:6,taxi,15,6,agent,2,train,0
taxi:15:7,taxi,15,7,user,2,train,0
taxi:15:8,taxi,15,8,agent,2,train,1
taxi:15:9,taxi,15,9,user,0,train,0
taxi:15:10,taxi,15,10,agent,2,train,0
taxi:15:11,taxi,15,11,user,3,train,0
taxi:15:12,taxi,15,12,agent,3,train,0
taxi:16:1,taxi,16,1,user,1,test,1
taxi:16:2,taxi,16,2,agent,2,test,0
taxi:16:3,taxi,16,3,user,0,test,0
taxi:16:4,taxi,16,4,agent,1,test,1
taxi:16:5,taxi,16,5,user,0,test,0
taxi:16:6,taxi,16,6,agent,2,test,1
taxi:16:7,taxi,16,7,user,3,test,0
taxi:16:8,taxi,16,8,agent,2,test,0
taxi:17:1,taxi,17,1,user,3,train,0
taxi:17:2,taxi,17,2,agent,3,train,1
taxi:17:3,taxi,17,3,user,0,train,0
taxi:17:4,taxi,17,4,agent,1,train,0
taxi:17:5,taxi,17,5,user,0,train,0
taxi:17:6,taxi,17,6,agent,3,train,0
taxi:17:7,taxi,17,7,user,0,train,0
taxi:17:8,taxi,17,8,agent,2,train,0
taxi:17:9,taxi,17,9,user,2,train,0
taxi:17:10,taxi,17,10,agent,2,train,0
taxi:17:11,taxi,17,11,user,3,train,1
taxi:17:12,taxi,17,12,agent,3,train,1
taxi:18:1,taxi,18,1,user,1,train,0
taxi:18:2,taxi,18,2,agent,2,train,0
taxi:18:3,taxi,18,3,user,0,train,0
taxi:18:4,taxi,18,4,agent,1,train,0
taxi:18:5,taxi,18,5,user,0,train,1
taxi:18:6,taxi,18,6,agent,2,train,0
taxi:18:7,taxi,18,7,user,0,train,0
taxi:18:8,taxi,18,8,agent,2,train,1
taxi:18:9,taxi,18,9,user,0,train,0
taxi:18:10,taxi,18,10,agent,2,train,0
taxi:18:11,taxi,18,11,user,0,train,0
taxi:18:12,taxi,18,12,agent,2,train,0
taxi:19:1,taxi,19,1,user,1,train,0
taxi:19:2,taxi,19,2,agent,1,train,0
taxi:19:3,taxi,19,3,user,0,train,0
taxi:19:4,taxi,19,4,agent,1,train,0
taxi:19:5,taxi,19,5,user,0,train,0
taxi:19:6,taxi,19,6,agent,1,train,0
taxi:19:7,taxi,19,7,user,2,train,0
taxi:19:8,taxi,19,8,agent,3,train,0
taxi:19:9,taxi,19,9,user,0,train,1
taxi:19:10,taxi,19,10,agent,1,train,0
taxi:19:11,taxi,19,11,user,0,train,0
taxi:19:12,taxi,19,12,agent,1,train,0
taxi:19:13,taxi,19,13,user,0,train,0
taxi:19:14,taxi,19,14,agent,2,train,0
taxi:19:15,taxi,19,15,user,0,train,0
taxi:19:16,taxi,19,16,agent,2,train,0
taxi:19:17,taxi,19,17,user,3,train,0
taxi:19:18,taxi,19,18,agent,3,train,1
taxi:20:1,taxi,20,1,user,3,test,1
taxi:20:2,taxi,20,2,agent,2,test,0
taxi:20:3,taxi,20,3,user,0,test,0
taxi:20:4,taxi,20,4,agent,1,test,0
taxi:20:5,taxi,20,5,user,2,test,0
taxi:20:6,taxi,20,6,agent,0,test,1
taxi:20:7,taxi,20,7,user,2,test,0
taxi:20:8,taxi,20,8,agent,2,test,0
taxi:20:9,taxi,20,9,user,3,test,1
taxi:20:10,taxi,20,10,agent,2,test,0
taxi:20:11,taxi,20,11,user,3,test,1
taxi:20:12,taxi,20,12,agent,3,test,1
taxi:21:1,taxi,21,1,user,1,train,0
taxi:21:2,taxi,21,2,agent,2,train,0
taxi:21:3,taxi,21,3,user,0,train,0
taxi:21:4,taxi,21,4,agent,1,train,0
taxi:21:5,taxi,21,5,user,0,train,1
taxi:21:6,taxi,21,6,agent,0,train,0
taxi:21:7,taxi,21,7,user,0,train,0
taxi:21:8,taxi,21,8,agent,2,train,0
taxi:21:9,taxi,21,9,user,2,train,0
taxi:21:10,taxi,21,10,agent,2,train,0
taxi:22:1,taxi,22,1,user,1,train,1
taxi:22:2,taxi,22,2,agent,2,train,1
taxi:22:3,taxi,22,3,user,2,train,0
taxi:22:4,taxi,22,4,agent,2,train,0
taxi:23:1,taxi,23,1,user,1,train,0
taxi:23:2,taxi,23,2,agent,2,train,0
taxi:23:3,taxi,23,3,user,0,train,0
taxi:23:4,taxi,23,4,agent,1,train,1
taxi:23:5,taxi,23,5,user,0,train,1
taxi:23:6,taxi,23,6,agent,0,train,0
taxi:23:7,taxi,23,7,user,0,train,0
taxi:23:8,taxi,23,8,agent,0,train,0
taxi:23:9,taxi,23,9,user,0,train,0
taxi:23:10,taxi,23,10,agent,2,train,0
taxi:23:11,taxi,23,11,user,0,train,0
taxi:23:12,taxi,23,12,agent,2,train,0
taxi:23:13,taxi,23,13,user,2,train,0
taxi:23:14,taxi,23,14,agent,2,train,0
taxi:24:1,taxi,24,1,user,1,test,0
taxi:24:2,taxi,24,2,agent,1,test,0
taxi:24:3,taxi,24,3,user,0,test,0
taxi:24:4,taxi,24,4,agent,1,test,0
taxi:24:5,taxi,24,5,user,0,test,1
taxi:24:6,taxi,24,6,agent,2,test,1
taxi:24:7,taxi,24,7,user,3,test,1
taxi:24:8,taxi,24,8,agent,2,test,0
taxi:25:1,taxi,25,1,user,1,train,0
taxi:25:2,taxi,25,2,agent,2,train,0
taxi:25:3,taxi,25,3,user,0,train,0
taxi:25:4,taxi,25,4,agent,1,train,1
taxi:25:5,taxi,25,5,user,0,train,0
taxi:25:6,taxi,25,6,agent,1,train,0
taxi:25:7,taxi,25,7,user,0,train,0
taxi:25:8,taxi,25,8,agent,1,train,0
taxi:25:9,taxi,25,9,user,0,train,0
taxi:25:10,taxi,25,10,agent,2,train,0
taxi:25:11,taxi,25,11,user,0,train,1
taxi:25:12,taxi,25,12,agent,1,train,0
taxi:25:13,taxi,25,13,user,0,train,0
taxi:25:14,taxi,25,14,agent,2,train,0
taxi:25:15,taxi,25,15,user,2,train,1
taxi:25:16,taxi,25,16,agent,2,train,0
taxi:26:1,taxi,26,1,user,1,train,0
taxi:26:2,taxi,26,2,agent,2,train,1
taxi:26:3,taxi,26,3,user,2,train,0
taxi:26:4,taxi,26,4,agent,1,train,0
taxi:26:5,taxi,26,5,user,2,train,0
taxi:26:6,taxi,26,6,agent,2,train,0
taxi:26:7,taxi,26,7,user,3,train,0
taxi:26:8,taxi,26,8,agent,2,train,0
taxi:27:1,taxi,27,1,user,1,train,0
taxi:27:2,taxi,27,2,agent,3,train,1
taxi:27:3,taxi,27,3,user,0,train,0
taxi:27:4,taxi,27,4,agent,1,train,0
taxi:27:5,taxi,27,5,user,0,train,0
taxi:27:6,taxi,27,6,agent,2,train,0
taxi:27:7,taxi,27,7,user,3,train,1
taxi:27:8,taxi,27,8,agent,2,train,0
taxi:27:9,taxi,27,9,user,3,train,1
taxi:27:10,taxi,27,10,agent,3,train,1
taxi:28:1,taxi,28,1,user,2,train,0
taxi:28:2,taxi,28,2,agent,2,train,0
taxi:28:3,taxi,28,3,user,0,train,0
taxi:28:4,taxi,28,4,agent,2,train,0
taxi:28:5,taxi,28,5,user,2,train,1
taxi:28:6,taxi,28,6,agent,2,train,0
taxi:28:7,taxi,28,7,user,3,train,1
taxi:28:8,taxi,28,8,agent,2,train,0
taxi:28:9,taxi,28,9,user,3,train,1
taxi:28:10,taxi,28,10,agent,2,train,0
taxi:28:11,taxi,28,11,user,3,train,1
taxi:28:12,taxi,28,12,agent,3,train,1
taxi:29:1,taxi,29,1,user,0,train,1
taxi:29:2,taxi,29,2,agent,2,train,1
taxi:29:3,taxi,29,3,user,0,train,0
taxi:29:4,taxi,29,4,agent,2,train,0
taxi:29:5,taxi,29,5,user,2,train,1
taxi:29:6,taxi,29,6,agent,2,train,0
taxi:30:1,taxi,30,1,user,1,train,0
taxi:30:2,taxi,30,2,agent,2,train,0
taxi:30:3,taxi,30,3,user,2,train,0
taxi:30:4,taxi,30,4,agent,1,train,0
taxi:30:5,taxi,30,5,user,0,train,1
taxi:30:6,taxi,30,6,agent,2,train,0
taxi:30:7,taxi,30,7,user,2,train,0
taxi:30:8,taxi,30,8,agent,2,train,0
taxi:30:9,taxi,30,9,user,3,train,0
taxi:30:10,taxi,30,10,agent,3,train,0
taxi:31:1,taxi,31,1,user,1,train,0
taxi:31:2,taxi,31,2,agent,1,train,0
taxi:32:1,taxi,32,1,user,1,train,0
taxi:32:2,taxi,32,2,agent,2,train,0
taxi:32:3,taxi,32,3,user,3,train,0
taxi:32:4,taxi,32,4,agent,1,train,0
taxi:32:5,taxi,32,5,user,0,train,1
taxi:32:6,taxi,32,6,agent,1,train,0
taxi:32:7,taxi,32,7,user,0,train,0
taxi:32:8,taxi,32,8,agent,1,train,0
taxi:32:9,taxi,32,9,user,0,train,0
taxi:32:10,taxi,32,10,agent,2,train,0
taxi:32:11,taxi,32,11,user,2,train,0
taxi:32:12,taxi,32,12,agent,2,train,0
taxi:33:1,taxi,33,1,user,1,train,0
taxi:33:2,taxi,33,2,agent,3,train,1
taxi:33:3,taxi,33,3,user,2,train,0
taxi:33:4,taxi,33,4,agent,1,train,0
taxi:33:5,taxi,33,5,user,0,train,0
taxi:33:6,taxi,33,6,agent,2,train,0
taxi:33:7,taxi,33,7,user,0,train,0
taxi:33:8,taxi,33,8,agent,1,train,0
taxi:33:9,taxi,33,9,user,0,train,0
taxi:33:10,taxi,33,10,agent,1,train,0
taxi:33:11,taxi,33,11,user,0,train,1
taxi:33:12,taxi,33,12,agent,2,train,0
taxi:33:13,taxi,33,13,user,2,train,1
taxi:33:14,taxi,33,14,agent,2,train,0
taxi:33:15,taxi,33,15,user,3,train,1
taxi:33:16,taxi,33,16,agent,3,train,1
taxi:34:1,taxi,34,1,user,2,train,0
taxi:34:2,taxi,34,2,agent,3,train,0
taxi:34:3,taxi,34,3,user,3,train,0
taxi:34:4,taxi,34,4,agent,2,train,0
taxi:35:1,taxi,35,1,user,1,train,0
taxi:35:2,taxi,35,2,agent,3,train,1
taxi:35:3,taxi,35,3,user,3,train,1
taxi:35:4,taxi,35,4,agent,2,train,1
taxi:35:5,taxi,35,5,user,3,train,1
taxi:35:6,taxi,35,6,agent,2,train,0
taxi:35:7,taxi,35,7,user,3,train,1
taxi:35:8,taxi,35,8,agent,3,train,1
taxi:36:1,taxi,36,1,user,3,test,1
taxi:36:2,taxi,36,2,agent,2,test,0
taxi:37:1,taxi,37,1,user,3,train,0
taxi:37:2,taxi,37,2,agent,1,train,0
taxi:37:3,taxi,37,3,user,2,train,0
taxi:37:4,taxi,37,4,agent,1,train,1
taxi:37:5,taxi,37,5,user,2,train,0
taxi:37:6,taxi,37,6,agent,2,train,0
taxi:37:7,taxi,37,7,user,3,train,0
taxi:37:8,taxi,37,8,agent,1,train,0
taxi:37:9,taxi,37,9,user,0,train,0
taxi:37:10,taxi,37,10,agent,2,train,0
taxi:37:11,taxi,37,11,user,3,train,1
taxi:37:12,taxi,37,12,agent,3,train,1
taxi:38:1,taxi,38,1,user,0,validation,0
taxi:38:2,taxi,38,2,agent,1,validation,0
taxi:38:3,taxi,38,3,user,0,validation,0
taxi:38:4,taxi,38,4,agent,1,validation,1
taxi:38:5,taxi,38,5,user,0,validation,0
taxi:38:6,taxi,38,6,agent,1,validation,0
taxi:38:7,taxi,38,7,user,0,validation,0
taxi:38:8,taxi,38,8,agent,2,validation,1
taxi:38:9,taxi,38,9,user,2,validation,0
taxi:38:10,taxi,38,10,agent,1,validation,0
taxi:38:11,taxi,38,11,user,2,validation,0
taxi:38:12,taxi,38,12,agent,2,validation,1
taxi:39:1,taxi,39,1,user,1,train,0
taxi:39:2,taxi,39,2,agent,1,train,0
taxi:39:3,taxi,39,3,user,0,train,0
taxi:39:4,taxi,39,4,agent,1,train,0
taxi:39:5,taxi,39,5,user,0,train,0
taxi:39:6,taxi,39,6,agent,1,train,0
taxi:39:7,taxi,39,7,user,0,train,0
taxi:39:8,taxi,39,8,agent,1,train,0
taxi:39:9,taxi,39,9,user,0,train,0
taxi:39:10,taxi,39,10,agent,2,train,0
taxi:40:1,taxi,40,1,user,1,train,0
taxi:40:2,taxi,40,2,agent,2,train,0
taxi:40:3,taxi,40,3,user,0,train,0
taxi:40:4,taxi,40,4,agent,0,train,0
taxi:40:5,taxi,40,5,user,0,train,1
taxi:40:6,taxi,40,6,agent,1,train,0
taxi:40:7,taxi,40,7,user,0,train,1
taxi:40:8,taxi,40,8,agent,1,train,0
taxi:40:9,taxi,40,9,user,0,train,0
taxi:40:10,taxi,40,10,agent,2,train,1
taxi:40:11,taxi,40,11,user,0,train,0
taxi:40:12,taxi,40,12,agent,2,train,0
taxi:40:13,taxi,40,13,user,0,train,0
taxi:40:14,taxi,40,14,agent,2,train,0
taxi:40:15,taxi,40,15,user,3,train,1
taxi:40:16,taxi,40,16,agent,2,train,0
taxi:41:1,taxi,41,1,user,1,train,0
taxi:41:2,taxi,41,2,agent,2,train,0
taxi:41:3,taxi,41,3,user,0,train,0
taxi:41:4,taxi,41,4,agent,0,train,1
taxi:41:5,taxi,41,5,user,0,train,1
taxi:41:6,taxi,41,6,agent,0,train,0
taxi:41:7,taxi,41,7,user,0,train,0
taxi:41:8,taxi,41,8,agent,1,train,0
taxi:41:9,taxi,41,9,user,0,train,0
taxi:41:10,taxi,41,10,agent,2,train,0
taxi:41:11,taxi,41,11,user,2,train,1
taxi:41:12,taxi,41,12,agent,2,train,0
taxi:41:13,taxi,41,13,user,3,train,0
taxi:41:14,taxi,41,14,agent,3,train,1
taxi:42:1,taxi,42,1,user,2,train,0
taxi:42:2,taxi,42,2,agent,2,train,0
taxi:42:3,taxi,42,3,user,0,train,1
taxi:42:4,taxi,42,4,agent,2,train,0
taxi:42:5,taxi,42,5,user,0,train,0
taxi:42:6,taxi,42,6,agent,2,train,0
taxi:42:7,taxi,42,7,user,0,train,0
taxi:42:8,taxi,42,8,agent,1,train,0
taxi:42:9,taxi,42,9,user,0,train,0
taxi:42:10,taxi,42,10,agent,3,train,1
taxi:42:11,taxi,42,11,user,0,train,0
taxi:42:12,taxi,42,12,agent,2,train,0
taxi:42:13,taxi,42,13,user,0,train,1
taxi:42:14,taxi,42,14,agent,2,train,0
taxi:43:1,taxi,43,1,user,3,train,1
taxi:43:2,taxi,43,2,agent,2,train,1
taxi:43:3,taxi,43,3,user,0,train,0
taxi:43:4,taxi,43,4,agent,1,train,1
taxi:43:5,taxi,43,5,user,0,train,1
taxi:43:6,taxi,43,6,agent,1,train,0
taxi:43:7,taxi,43,7,user,0,train,0
taxi:43:8,taxi,43,8,agent,1,train,0
taxi:43:9,taxi,43,9,user,0,train,0
taxi:43:10,taxi,43,10,agent,2,train,0
taxi:43:11,taxi,43,11,user,2,train,0
taxi:43:12,taxi,43,12,agent,2,train,0
taxi:43:13,taxi,43,13,user,3,train,0
taxi:43:14,taxi,43,14,agent,3,train,1
taxi:44:1,taxi,44,1,user,3,train,1
taxi:44:2,taxi,44,2,agent,1,train,0
taxi:44:3,taxi,44,3,user,3,train,1
taxi:44:4,taxi,44,4,agent,1,train,0
taxi:44:5,taxi,44,5,user,2,train,0
taxi:44:6,taxi,44,6,agent,1,train,1
taxi:44:7,taxi,44,7,user,0,train,0
taxi:44:8,taxi,44,8,agent,1,train,0
taxi:44:9,taxi,44,9,user,2,train,0
taxi:44:10,taxi,44,10,agent,2,train,0
taxi:44:11,taxi,44,11,user,2,train,0
taxi:44:12,taxi,44,12,agent,2,train,0
taxi:45:1,taxi,45,1,user,1,train,0
taxi:45:2,taxi,45,2,agent,1,train,0
taxi:45:3,taxi,45,3,user,0,train,1
taxi:45:4,taxi,45,4,agent,1,train,1
taxi:45:5,taxi,45,5,user,0,train,0
taxi:45:6,taxi,45,6,agent,1,train,1
taxi:45:7,taxi,45,7,user,0,train,0
taxi:45:8,taxi,45,8,agent,1,train,0
taxi:45:9,taxi,45,9,user,2,train,0
taxi:45:10,taxi,45,10,agent,1,train,0
taxi:45:11,taxi,45,11,user,2,train,0
taxi:45:12,taxi,45,12,agent,2,train,0
taxi:45:13,taxi,45,13,user,2,train,0
taxi:45:14,taxi,45,14,agent,2,train,0
taxi:45:15,taxi,45,15,user,3,train,1
taxi:45:16,taxi,45,16,agent,3,train,0
taxi:46:1,taxi,46,1,user,1,test,1
taxi:46:2,taxi,46,2,agent,0,test,0
taxi:46:3,taxi,46,3,user,0,test,0
taxi:46:4,taxi,46,4,agent,2,test,0
taxi:46:5,taxi,46,5,user,3,test,1
taxi:46:6,taxi,46,6,agent,2,test,0
taxi:46:7,taxi,46,7,user,2,test,0
taxi:46:8,taxi,46,8,agent,2,test,0
taxi:47:1,taxi,47,1,user,2,train,0
taxi:47:2,taxi,47,2,agent,2,train,0
taxi:47:3,taxi,47,3,user,0,train,0
taxi:47:4,taxi,47,4,agent,1,train,0
taxi:47:5,taxi,47,5,user,0,train,1
taxi:47:6,taxi,47,6,agent,1,train,0
taxi:47:7,taxi,47,7,user,0,train,1
taxi:47:8,taxi,47,8,agent,0,train,1
taxi:47:9,taxi,47,9,user,2,train,0
taxi:47:10,taxi,47,10,agent,2,train,0
taxi:47:11,taxi,47,11,user,0,train,0
taxi:47:12,taxi,47,12,agent,2,train,1
taxi:47:13,taxi,47,13,user,0,train,1
taxi:47:14,taxi,47,14,agent,2,train,1
taxi:48:1,taxi,48,1,user,3,train,1
taxi:48:2,taxi,48,2,agent,3,train,1
taxi:48:3,taxi,48,3,user,1,train,1
taxi:48:4,taxi,48,4,agent,1,train,1
taxi:48:5,taxi,48,5,user,0,train,0
taxi:48:6,taxi,48,6,agent,1,train,0
taxi:48:7,taxi,48,7,user,0,train,0
taxi:48:8,taxi,48,8,agent,2,train,0
taxi:48:9,taxi,48,9,user,0,train,0
taxi:48:10,taxi,48,10,agent,1,train,0
taxi:48:11,taxi,48,11,user,0,train,1
taxi:48:12,taxi,48,12,agent,1,train,0
taxi:48:13,taxi,48,13,user,0,train,0
taxi:48:14,taxi,48,14,agent,2,train,1
taxi:48:15,taxi,48,15,user,3,train,1
taxi:48:16,taxi,48,16,agent,2,train,0
taxi:49:1,taxi,49,1,user,1,train,1
taxi:49:2,taxi,49,2,agent,1,train,1
taxi:49:3,taxi,49,3,user,0,train,1
taxi:49:4,taxi,49,4,agent,2,train,0
taxi:49:5,taxi,49,5,user,0,train,0
taxi:49:6,taxi,49,6,agent,2,train,0
taxi:49:7,taxi,49,7,user,3,train,1
taxi:49:8,taxi,49,8,agent,2,train,0
taxi:50:1,taxi,50,1,user,3,train,0
taxi:50:2,taxi,50,2,agent,1,train,0
taxi:50:3,taxi,50,3,user,2,train,0
taxi:50:4,taxi,50,4,agent,1,train,0
taxi:50:5,taxi,50,5,user,0,train,0
taxi:50:6,taxi,50,6,agent,2,train,0
taxi:50:7,taxi,50,7,user,3,train,1
taxi:50:8,taxi,50,8,agent,2,train,0
taxi:51:1,taxi,51,1,user,1,test,0
taxi:51:2,taxi,51,2,agent,0,test,1
taxi:51:3,taxi,51,3,user,0,test,0
taxi:51:4,taxi,51,4,agent,3,test,1
taxi:51:5,taxi,51,5,user,2,test,1
taxi:51:6,taxi,51,6,agent,1,test,1
taxi:51:7,taxi,51,7,user,2,test,1
taxi:51:8,taxi,51,8,agent,2,test,0
taxi:52:1,taxi,52,1,user,1,test,0
taxi:52:2,taxi,52,2,agent,1,test,1
taxi:52:3,taxi,52,3,user,0,test,0
taxi:52:4,taxi,52,4,agent,0,test,1
taxi:52:5,taxi,52,5,user,0,test,0
taxi:52:6,taxi,52,6,agent,1,test,0
taxi:52:7,taxi,52,7,user,0,test,0
taxi:52:8,taxi,52,8,agent,3,test,1
taxi:52:9,taxi,52,9,user,0,test,0
taxi:52:10,taxi,52,10,agent,2,test,1
taxi:52:11,taxi,52,11,user,0,test,1
taxi:52:12,taxi,52,12,agent,2,test,0
taxi:52:13,taxi,52,13,user,2,test,0
taxi:52:14,taxi,52,14,agent,2,test,0
taxi:52:15,taxi,52,15,user,3,test,0
taxi:52:16,taxi,52,16,agent,3,test,1
taxi:53:1,taxi,53,1,user,1,train,0
taxi:53:2,taxi,53,2,agent,3,train,0
taxi:53:3,taxi,53,3,user,2,train,0
taxi:53:4,taxi,53,4,agent,1,train,1
taxi:53:5,taxi,53,5,user,0,train,0
taxi:53:6,taxi,53,6,agent,2,train,0
taxi:53:7,taxi,53,7,user,2,train,0
