example_id,domain,dialogue_id,turn_id,speaker,politeness_label,split,paper_subset
dstc1:train3/dt-201007221901-4108F:17,dstc1,train3/dt-201007221901-4108F,17,user,0,validation,0
dstc1:train3/dt-201007221901-4108F:18,dstc1,train3/dt-201007221901-4108F,18,agent,3,validation,0
dstc1:train3/dt-201007221901-4108F:19,dstc1,train3/dt-201007221901-4108F,19,user,0,validation,1
dstc1:train3/dt-201007221901-4108F:20,dstc1,train3/dt-201007221901-4108F,20,agent,2,validation,0
dstc1:train3/dt-201007221906-38090:0,dstc1,train3/dt-201007221906-38090,0,agent,2,train,1
dstc1:train3/dt-201007221906-38090:1,dstc1,train3/dt-201007221906-38090,1,user,0,train,0
dstc1:train3/dt-201007221906-38090:2,dstc1,train3/dt-201007221906-38090,2,agent,1,train,0
dstc1:train3/dt-201007221906-38090:4,dstc1,train3/dt-201007221906-38090,4,agent,3,train,0
dstc1:train3/dt-201007221906-38090:5,dstc1,train3/dt-201007221906-38090,5,user,0,train,0
dstc1:train3/dt-201007221906-38090:6,dstc1,train3/dt-201007221906-38090,6,agent,3,train,1
dstc1:train3/dt-201007221912-14091:0,dstc1,train3/dt-201007221912-14091,0,agent,2,test,0
dstc1:train3/dt-201007221912-14091:1,dstc1,train3/dt-201007221912-14091,1,user,0,test,1
dstc1:train3/dt-201007221912-14091:2,dstc1,train3/dt-201007221912-14091,2,agent,2,test,1
dstc1:train3/dt-201007221912-14091:3,dstc1,train3/dt-201007221912-14091,3,user,0,test,0
dstc1:train3/dt-201007221912-14091:4,dstc1,train3/dt-201007221912-14091,4,agent,2,test,0
dstc1:train3/dt-201007221912-14091:5,dstc1,train3/dt-201007221912-14091,5,user,0,test,0
dstc1:train3/dt-201007221912-14091:6,dstc1,train3/dt-201007221912-14091,6,agent,2,test,0
dstc1:train3/dt-201007221912-14091:7,dstc1,train3/dt-201007221912-14091,7,user,2,test,0
dstc1:train3/dt-201007221912-14091:8,dstc1,train3/dt-201007221912-14091,8,agent,2,test,0
dstc1:train3/dt-201007221912-14091:9,dstc1,train3/dt-201007221912-14091,9,user,0,test,0
dstc1:train3/dt-201007221912-14091:10,dstc1,train3/dt-201007221912-14091,10,agent,2,test,0
dstc1:train3/dt-201007221912-14091:11,dstc1,train3/dt-201007221912-14091,11,user,2,test,0
dstc1:train3/dt-201007221912-14091:12,dstc1,train3/dt-201007221912-14091,12,agent,2,test,0
dstc1:train3/dt-201007221912-14091:13,dstc1,train3/dt-201007221912-14091,13,user,0,test,0
dstc1:train3/dt-201007221912-14091:14,dstc1,train3/dt-201007221912-14091,14,agent,2,test,1
dstc1:train3/dt-201007221913-32092:0,dstc1,train3/dt-201007221913-32092,0,agent,2,train,1
dstc1:train3/dt-201007221913-32092:2,dstc1,train3/dt-201007221913-32092,2,agent,3,train,0
dstc1:train3/dt-201007221913-32092:4,dstc1,train3/dt-201007221913-32092,4,agent,1,train,0
dstc1:train3/dt-201007221913-32092:6,dstc1,train3/dt-201007221913-32092,6,agent,1,train,0
dstc1:train3/dt-201007221913-32092:8,dstc1,train3/dt-201007221913-32092,8,agent,1,train,0
dstc1:train3/dt-201007221913-32092:10,dstc1,train3/dt-201007221913-32092,10,agent,1,train,0
dstc1:train3/dt-201007221914-29093:0,dstc1,train3/dt-201007221914-29093,0,agent,2,test,0
dstc1:train3/dt-201007221914-29093:2,dstc1,train3/dt-201007221914-29093,2,agent,3,test,0
dstc1:train3/dt-201007221914-29093:3,dstc1,train3/dt-201007221914-29093,3,user,0,test,0
dstc1:train3/dt-201007221914-29093:4,dstc1,train3/dt-201007221914-29093,4,agent,2,test,1
dstc1:train3/dt-201007221914-29093:5,dstc1,train3/dt-201007221914-29093,5,user,0,test,1
dstc1:train3/dt-201007221914-29093:6,dstc1,train3/dt-201007221914-29093,6,agent,1,test,0
dstc1:train3/dt-201007221914-29093:8,dstc1,train3/dt-201007221914-29093,8,agent,2,test,1
dstc1:train3/dt-201007221914-29093:9,dstc1,train3/dt-201007221914-29093,9,user,2,test,0
dstc1:train3/dt-201007221914-29093:10,dstc1,train3/dt-201007221914-29093,10,agent,3,test,0
dstc1:train3/dt-201007221914-29093:11,dstc1,train3/dt-201007221914-29093,11,user,0,test,0
dstc1:train3/dt-201007221914-29093:12,dstc1,train3/dt-201007221914-29093,12,agent,3,test,0
dstc1:train3/dt-201007221914-29093:13,dstc1,train3/dt-201007221914-29093,13,user,0,test,0
dstc1:train3/dt-201007221914-29093:14,dstc1,train3/dt-201007221914-29093,14,agent,2,test,0
dstc1:train3/dt-201007221914-29093:15,dstc1,train3/dt-201007221914-29093,15,user,2,test,0
dstc1:train3/dt-201007221914-29093:16,dstc1,train3/dt-201007221914-29093,16,agent,2,test,1
dstc1:train3/dt-201007221914-29093:18,dstc1,train3/dt-201007221914-29093,18,agent,3,test,1
dstc1:train3/dt-201007221914-29093:19,dstc1,train3/dt-201007221914-29093,19,user,0,test,0
dstc1:train3/dt-201007221914-29093:20,dstc1,train3/dt-201007221914-29093,20,agent,1,test,0
dstc1:train3/dt-201007221914-29093:21,dstc1,train3/dt-201007221914-29093,21,user,0,test,0
dstc1:train3/dt-201007221914-29093:22,dstc1,train3/dt-201007221914-29093,22,agent,3,test,0
dstc1:train3/dt-201007221914-29093:23,dstc1,train3/dt-201007221914-29093,23,user,0,test,1
dstc1:train3/dt-201007221914-29093:24,dstc1,train3/dt-201007221914-29093,24,agent,2,test,0
dstc1:train3/dt-201007221914-29093:25,dstc1,train3/dt-201007221914-29093,25,user,0,test,0
dstc1:train3/dt-201007221914-29093:26,dstc1,train3/dt-201007221914-29093,26,agent,2,test,0
dstc1:train3/dt-201007221914-29093:27,dstc1,train3/dt-201007221914-29093,27,user,0,test,1
dstc1:train3/dt-201007221914-29093:28,dstc1,train3/dt-201007221914-29093,28,agent,1,test,1
dstc1:train3/dt-201007221914-29093:29,dstc1,train3/dt-201007221914-29093,29,user,0,test,0
dstc1:train3/dt-201007221914-29093:30,dstc1,train3/dt-201007221914-29093,30,agent,2,test,1
dstc1:train3/dt-201007221914-29093:31,dstc1,train3/dt-201007221914-29093,31,user,2,test,0
dstc1:train3/dt-201007221914-29093:32,dstc1,train3/dt-201007221914-29093,32,agent,3,test,0
dstc1:train3/dt-201007221914-29093:33,dstc1,train3/dt-201007221914-29093,33,user,0,test,0
dstc1:train3/dt-201007221914-29093:34,dstc1,train3/dt-201007221914-29093,34,agent,3,test,1
dstc1:train3/dt-201007221914-29093:35,dstc1,train3/dt-201007221914-29093,35,user,0,test,0
dstc1:train3/dt-201007221914-29093:36,dstc1,train3/dt-201007221914-29093,36,agent,1,test,0
dstc1:train3/dt-201007221914-29093:37,dstc1,train3/dt-201007221914-29093,37,user,0,test,0
dstc1:train3/dt-201007221914-29093:38,dstc1,train3/dt-201007221914-29093,38,agent,3,test,0
dstc1:train3/dt-201007221914-29093:39,dstc1,train3/dt-201007221914-29093,39,user,0,test,0
dstc1:train3/dt-201007221914-29093:40,dstc1,train3/dt-201007221914-29093,40,agent,1,test,0
dstc1:train3/dt-201007221914-29093:42,dstc1,train3/dt-201007221914-29093,42,agent,1,test,0
dstc1:train3/dt-201007221914-29093:43,dstc1,train3/dt-201007221914-29093,43,user,0,test,0
dstc1:train3/dt-201007221914-29093:44,dstc1,train3/dt-201007221914-29093,44,agent,2,test,0
dstc1:train3/dt-201007221914-29093:45,dstc1,train3/dt-201007221914-29093,45,user,2,test,1
dstc1:train3/dt-201007221914-29093:46,dstc1,train3/dt-201007221914-29093,46,agent,2,test,0
dstc1:train3/dt-201007221914-29093:47,dstc1,train3/dt-201007221914-29093,47,user,2,test,1
dstc1:train3/dt-201007221914-29093:48,dstc1,train3/dt-201007221914-29093,48,agent,3,test,0
dstc1:train3/dt-201007221914-29093:49,dstc1,train3/dt-201007221914-29093,49,user,0,test,0
dstc1:train3/dt-201007221914-29093:50,dstc1,train3/dt-201007221914-29093,50,agent,1,test,0
dstc1:train3/dt-201007221914-29093:51,dstc1,train3/dt-201007221914-29093,51,user,0,test,1
dstc1:train3/dt-201007221914-29093:52,dstc1,train3/dt-201007221914-29093,52,agent,2,test,0
dstc1:train3/dt-201007221914-29093:53,dstc1,train3/dt-201007221914-29093,53,user,2,test,1
dstc1:train3/dt-201007221914-29093:54,dstc1,train3/dt-201007221914-29093,54,agent,2,test,0
dstc1:train3/dt-201007221914-29093:55,dstc1,train3/dt-201007221914-29093,55,user,0,test,0
dstc1:train3/dt-201007221914-29093:56,dstc1,train3/dt-201007221914-29093,56,agent,3,test,0
dstc1:train3/dt-201007221914-29093:57,dstc1,train3/dt-201007221914-29093,57,user,0,test,0
dstc1:train3/dt-201007221914-29093:58,dstc1,train3/dt-201007221914-29093,58,agent,2,test,0
dstc1:train3/dt-201007221914-29093:59,dstc1,train3/dt-201007221914-29093,59,user,2,test,0
dstc1:train3/dt-201007221914-29093:60,dstc1,train3/dt-201007221914-29093,60,agent,2,test,0
dstc1:train3/dt-201007221914-29093:61,dstc1,train3/dt-201007221914-29093,61,user,0,test,0
dstc1:train3/dt-201007221914-29093:62,dstc1,train3/dt-201007221914-29093,62,agent,2,test,1
dstc1:train3/dt-201007221914-29093:63,dstc1,train3/dt-201007221914-29093,63,user,2,test,0
dstc1:train3/dt-201007221914-29093:64,dstc1,train3/dt-201007221914-29093,64,agent,0,test,0
dstc1:train3/dt-201007221914-29093:65,dstc1,train3/dt-201007221914-29093,65,user,0,test,1
dstc1:train3/dt-201007221914-29093:66,dstc1,train3/dt-201007221914-29093,66,agent,2,test,0
dstc1:train3/dt-201007221914-29093:67,dstc1,train3/dt-201007221914-29093,67,user,2,test,1
dstc1:train3/dt-201007221914-29093:68,dstc1,train3/dt-201007221914-29093,68,agent,1,test,0
dstc1:train3/dt-201007221914-29093:69,dstc1,train3/dt-201007221914-29093,69,user,0,test,0
dstc1:train3/dt-201007221914-29093:70,dstc1,train3/dt-201007221914-29093,70,agent,2,test,1
dstc1:train3/dt-201007221914-29093:71,dstc1,train3/dt-201007221914-29093,71,user,0,test,0
dstc1:train3/dt-201007221914-29093:72,dstc1,train3/dt-201007221914-29093,72,agent,2,test,0
dstc1:train3/dt-201007221914-29093:73,dstc1,train3/dt-201007221914-29093,73,user,2,test,1
dstc1:train3/dt-201007221914-29093:74,dstc1,train3/dt-201007221914-29093,74,agent,2,test,1
dstc1:train3/dt-201007221914-29093:75,dstc1,train3/dt-201007221914-29093,75,user,0,test,1
dstc1:train3/dt-201007221914-29093:76,dstc1,train3/dt-201007221914-29093,76,agent,2,test,0
dstc1:train3/dt-201007221914-29093:77,dstc1,train3/dt-201007221914-29093,77,user,0,test,1
dstc1:train3/dt-201007221914-29093:78,dstc1,train3/dt-201007221914-29093,78,agent,2,test,1
dstc1:train3/dt-201007221914-29093:79,dstc1,train3/dt-201007221914-29093,79,user,2,test,0
dstc1:train3/dt-201007221914-29093:80,dstc1,train3/dt-201007221914-29093,80,agent,1,test,0
dstc1:train3/dt-201007221914-29093:81,dstc1,train3/dt-201007221914-29093,81,user,0,test,0
dstc1:train3/dt-201007221914-29093:82,dstc1,train3/dt-201007221914-29093,82,agent,2,test,0
dstc1:train3/dt-201007221914-29093:83,dstc1,train3/dt-201007221914-29093,83,user,2,test,0
dstc1:train3/dt-201007221914-29093:84,dstc1,train3/dt-201007221914-29093,84,agent,2,test,0
dstc1:train3/dt-201007221914-29093:85,dstc1,train3/dt-201007221914-29093,85,user,0,test,0
dstc1:train3/dt-201007221914-29093:86,dstc1,train3/dt-201007221914-29093,86,agent,1,test,0
dstc1:train3/dt-201007221914-29093:87,dstc1,train3/dt-201007221914-29093,87,user,0,test,0
dstc1:train3/dt-201007221914-29093:88,dstc1,train3/dt-201007221914-29093,88,agent,1,test,1
dstc1:train3/dt-201007221914-29093:90,dstc1,train3/dt-201007221914-29093,90,agent,3,test,1
dstc1:train3/dt-201007221914-29093:91,dstc1,train3/dt-201007221914-29093,91,user,0,test,0
dstc1:train3/dt-201007221914-29093:92,dstc1,train3/dt-201007221914-29093,92,agent,1,test,0
dstc1:train3/dt-201007221914-29093:93,dstc1,train3/dt-201007221914-29093,93,user,0,test,0
dstc1:train3/dt-201007221914-29093:94,dstc1,train3/dt-201007221914-29093,94,agent,2,test,1
dstc1:train3/dt-201007221914-29093:95,dstc1,train3/dt-201007221914-29093,95,user,0,test,1
dstc1:train3/dt-201007221914-29093:96,dstc1,train3/dt-201007221914-29093,96,agent,1,test,0
dstc1:train3/dt-201007221914-29093:97,dstc1,train3/dt-201007221914-29093,97,user,0,test,0
dstc1:train3/dt-201007221914-29093:98,dstc1,train3/dt-201007221914-29093,98,agent,3,test,0
dstc1:train3/dt-201007221914-29093:100,dstc1,train3/dt-201007221914-29093,100,agent,2,test,0
dstc1:train3/dt-201007221914-29093:102,dstc1,train3/dt-201007221914-29093,102,agent,3,test,0
dstc1:train3/dt-201007221914-29093:104,dstc1,train3/dt-201007221914-29093,104,agent,1,test,0
dstc1:train3/dt-201007221914-29093:106,dstc1,train3/dt-201007221914-29093,106,agent,3,test,1
dstc1:train3/dt-201007221914-29093:108,dstc1,train3/dt-201007221914-29093,108,agent,3,test,0
dstc1:train3/dt-201007221914-29093:110,dstc1,train3/dt-201007221914-29093,110,agent,3,test,0
dstc1:train3/dt-201007221914-29093:111,dstc1,train3/dt-201007221914-29093,111,user,0,test,0
dstc1:train3/dt-201007221914-29093:112,dstc1,train3/dt-201007221914-29093,112,agent,3,test,1
dstc1:train3/dt-201007221914-29093:113,dstc1,train3/dt-201007221914-29093,113,user,2,test,0
dstc1:train3/dt-201007221914-29093:114,dstc1,train3/dt-201007221914-29093,114,agent,3,test,0
dstc1:train3/dt-201007221914-29093:116,dstc1,train3/dt-201007221914-29093,116,agent,3,test,1
dstc1:train3/dt-201007221914-29093:118,dstc1,train3/dt-201007221914-29093,118,agent,3,test,0
dstc1:train3/dt-201007221914-29093:120,dstc1,train3/dt-201007221914-29093,120,agent,1,test,0
dstc1:train3/dt-201007221914-29093:122,dstc1,train3/dt-201007221914-29093,122,agent,3,test,1
dstc1:train3/dt-201007221914-29093:124,dstc1,train3/dt-201007221914-29093,124,agent,1,test,0
dstc1:train3/dt-201007221914-29093:126,dstc1,train3/dt-201007221914-29093,126,agent,3,test,0
dstc1:train3/dt-201007221914-29093:128,dstc1,train3/dt-201007221914-29093,128,agent,3,test,0
dstc1:train3/dt-201007221914-29093:130,dstc1,train3/dt-201007221914-29093,130,agent,3,test,0
dstc1:train3/dt-201007221914-29093:132,dstc1,train3/dt-201007221914-29093,132,agent,3,test,0
dstc1:train3/dt-201007221914-29093:134,dstc1,train3/dt-201007221914-29093,134,agent,3,test,1
dstc1:train3/dt-201007221914-29093:136,dstc1,train3/dt-201007221914-29093,136,agent,3,test,0
dstc1:train3/dt-201007221914-29093:138,dstc1,train3/dt-201007221914-29093,138,agent,3,test,1
dstc1:train3/dt-201007221914-29093:140,dstc1,train3/dt-201007221914-29093,140,agent,3,test,0
dstc1:train3/dt-201007221914-29093:142,dstc1,train3/dt-201007221914-29093,142,agent,3,test,0
dstc1:train3/dt-201007221927-16094:0,dstc1,train3/dt-201007221927-16094,0,agent,2,train,0
dstc1:train3/dt-201007221927-16094:1,dstc1,train3/dt-201007221927-16094,1,user,0,train,0
dstc1:train3/dt-201007221927-16094:2,dstc1,train3/dt-201007221927-16094,2,agent,2,train,0
dstc1:train3/dt-201007221927-16094:3,dstc1,train3/dt-201007221927-16094,3,user,0,train,0
dstc1:train3/dt-201007221927-16094:4,dstc1,train3/dt-201007221927-16094,4,agent,2,train,0
dstc1:train3/dt-201007221927-16094:5,dstc1,train3/dt-201007221927-16094,5,user,0,train,0
dstc1:train3/dt-201007221927-16094:6,dstc1,train3/dt-201007221927-16094,6,agent,2,train,0
dstc1:train3/dt-201007221927-16094:7,dstc1,train3/dt-201007221927-16094,7,user,2,train,0
dstc1:train3/dt-201007221927-16094:8,dstc1,train3/dt-201007221927-16094,8,agent,2,train,0
dstc1:train3/dt-201007221927-16094:9,dstc1,train3/dt-201007221927-16094,9,user,2,train,0
dstc1:train3/dt-201007221927-16094:10,dstc1,train3/dt-201007221927-16094,10,agent,2,train,0
dstc1:train3/dt-201007221927-16094:11,dstc1,train3/dt-201007221927-16094,11,user,0,train,0
dstc1:train3/dt-201007221927-16094:12,dstc1,train3/dt-201007221927-16094,12,agent,1,train,0
dstc1:train3/dt-201007221927-16094:13,dstc1,train3/dt-201007221927-16094,13,user,0,train,0
dstc1:train3/dt-201007221927-16094:14,dstc1,train3/dt-201007221927-16094,14,agent,1,train,0
dstc1:train3/dt-201007221927-16094:15,dstc1,train3/dt-201007221927-16094,15,user,0,train,1
dstc1:train3/dt-201007221927-16094:16,dstc1,train3/dt-201007221927-16094,16,agent,1,train,0
dstc1:train3/dt-201007221929-44095:0,dstc1,train3/dt-201007221929-44095,0,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:1,dstc1,train3/dt-201007221929-44095,1,user,0,validation,0
dstc1:train3/dt-201007221929-44095:2,dstc1,train3/dt-201007221929-44095,2,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:3,dstc1,train3/dt-201007221929-44095,3,user,0,validation,0
dstc1:train3/dt-201007221929-44095:4,dstc1,train3/dt-201007221929-44095,4,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:5,dstc1,train3/dt-201007221929-44095,5,user,0,validation,0
dstc1:train3/dt-201007221929-44095:6,dstc1,train3/dt-201007221929-44095,6,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:7,dstc1,train3/dt-201007221929-44095,7,user,0,validation,0
dstc1:train3/dt-201007221929-44095:8,dstc1,train3/dt-201007221929-44095,8,agent,1,validation,0
dstc1:train3/dt-201007221929-44095:9,dstc1,train3/dt-201007221929-44095,9,user,0,validation,0
dstc1:train3/dt-201007221929-44095:10,dstc1,train3/dt-201007221929-44095,10,agent,3,validation,0
dstc1:train3/dt-201007221929-44095:11,dstc1,train3/dt-201007221929-44095,11,user,0,validation,0
dstc1:train3/dt-201007221929-44095:12,dstc1,train3/dt-201007221929-44095,12,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:13,dstc1,train3/dt-201007221929-44095,13,user,2,validation,1
dstc1:train3/dt-201007221929-44095:14,dstc1,train3/dt-201007221929-44095,14,agent,1,validation,0
dstc1:train3/dt-201007221929-44095:15,dstc1,train3/dt-201007221929-44095,15,user,0,validation,0
dstc1:train3/dt-201007221929-44095:16,dstc1,train3/dt-201007221929-44095,16,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:17,dstc1,train3/dt-201007221929-44095,17,user,0,validation,1
dstc1:train3/dt-201007221929-44095:18,dstc1,train3/dt-201007221929-44095,18,agent,3,validation,0
dstc1:train3/dt-201007221929-44095:19,dstc1,train3/dt-201007221929-44095,19,user,0,validation,0
dstc1:train3/dt-201007221929-44095:20,dstc1,train3/dt-201007221929-44095,20,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:21,dstc1,train3/dt-201007221929-44095,21,user,2,validation,1
dstc1:train3/dt-201007221929-44095:22,dstc1,train3/dt-201007221929-44095,22,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:23,dstc1,train3/dt-201007221929-44095,23,user,0,validation,0
dstc1:train3/dt-201007221929-44095:24,dstc1,train3/dt-201007221929-44095,24,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:25,dstc1,train3/dt-201007221929-44095,25,user,2,validation,1
dstc1:train3/dt-201007221929-44095:26,dstc1,train3/dt-201007221929-44095,26,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:27,dstc1,train3/dt-201007221929-44095,27,user,0,validation,0
dstc1:train3/dt-201007221929-44095:28,dstc1,train3/dt-201007221929-44095,28,agent,3,validation,0
dstc1:train3/dt-201007221929-44095:29,dstc1,train3/dt-201007221929-44095,29,user,0,validation,0
dstc1:train3/dt-201007221929-44095:30,dstc1,train3/dt-201007221929-44095,30,agent,3,validation,0
dstc1:train3/dt-201007221929-44095:31,dstc1,train3/dt-201007221929-44095,31,user,0,validation,0
dstc1:train3/dt-201007221929-44095:32,dstc1,train3/dt-201007221929-44095,32,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:33,dstc1,train3/dt-201007221929-44095,33,user,2,validation,0
dstc1:train3/dt-201007221929-44095:34,dstc1,train3/dt-201007221929-44095,34,agent,1,validation,0
dstc1:train3/dt-201007221929-44095:35,dstc1,train3/dt-201007221929-44095,35,user,0,validation,1
dstc1:train3/dt-201007221929-44095:36,dstc1,train3/dt-201007221929-44095,36,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:37,dstc1,train3/dt-201007221929-44095,37,user,0,validation,0
dstc1:train3/dt-201007221929-44095:38,dstc1,train3/dt-201007221929-44095,38,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:39,dstc1,train3/dt-201007221929-44095,39,user,0,validation,0
dstc1:train3/dt-201007221929-44095:40,dstc1,train3/dt-201007221929-44095,40,agent,3,validation,1
dstc1:train3/dt-201007221929-44095:41,dstc1,train3/dt-201007221929-44095,41,user,0,validation,0
dstc1:train3/dt-201007221929-44095:42,dstc1,train3/dt-201007221929-44095,42,agent,1,validation,0
dstc1:train3/dt-201007221929-44095:43,dstc1,train3/dt-201007221929-44095,43,user,0,validation,0
dstc1:train3/dt-201007221929-44095:44,dstc1,train3/dt-201007221929-44095,44,agent,3,validation,1
dstc1:train3/dt-201007221929-44095:45,dstc1,train3/dt-201007221929-44095,45,user,0,validation,0
dstc1:train3/dt-201007221929-44095:46,dstc1,train3/dt-201007221929-44095,46,agent,1,validation,1
dstc1:train3/dt-201007221929-44095:47,dstc1,train3/dt-201007221929-44095,47,user,0,validation,0
dstc1:train3/dt-201007221929-44095:48,dstc1,train3/dt-201007221929-44095,48,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:49,dstc1,train3/dt-201007221929-44095,49,user,2,validation,0
dstc1:train3/dt-201007221929-44095:50,dstc1,train3/dt-201007221929-44095,50,agent,1,validation,0
dstc1:train3/dt-201007221929-44095:51,dstc1,train3/dt-201007221929-44095,51,user,0,validation,0
dstc1:train3/dt-201007221929-44095:52,dstc1,train3/dt-201007221929-44095,52,agent,2,validation,1
dstc1:train3/dt-201007221929-44095:53,dstc1,train3/dt-201007221929-44095,53,user,2,validation,0
dstc1:train3/dt-201007221929-44095:54,dstc1,train3/dt-201007221929-44095,54,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:55,dstc1,train3/dt-201007221929-44095,55,user,0,validation,0
dstc1:train3/dt-201007221929-44095:56,dstc1,train3/dt-201007221929-44095,56,agent,2,validation,0
dstc1:train3/dt-201007221929-44095:57,dstc1,train3/dt-201007221929-44095,57,user,0,validation,0
dstc1:train3/dt-201007221929-44095:58,dstc1,train3/dt-201007221929-44095,58,agent,1,validation,0
