example_id,domain,dialogue_id,turn_id,speaker,politeness_label,split,paper_subset
restaurant:6:10,restaurant,6,10,agent,3,test,0
restaurant:7:1,restaurant,7,1,user,2,train,0
restaurant:7:2,restaurant,7,2,agent,2,train,0
restaurant:8:1,restaurant,8,1,user,2,train,1
restaurant:8:2,restaurant,8,2,agent,2,train,0
restaurant:9:1,restaurant,9,1,user,0,train,0
restaurant:9:2,restaurant,9,2,agent,2,train,0
restaurant:9:3,restaurant,9,3,user,0,train,0
restaurant:9:4,restaurant,9,4,agent,2,train,0
restaurant:10:1,restaurant,10,1,user,1,train,0
restaurant:10:2,restaurant,10,2,agent,0,train,1
restaurant:10:3,restaurant,10,3,user,0,train,1
restaurant:10:4,restaurant,10,4,agent,1,train,0
restaurant:10:5,restaurant,10,5,user,0,train,0
restaurant:10:6,restaurant,10,6,agent,2,train,0
restaurant:10:7,restaurant,10,7,user,0,train,0
restaurant:10:8,restaurant,10,8,agent,2,train,0
restaurant:10:9,restaurant,10,9,user,0,train,0
restaurant:10:10,restaurant,10,10,agent,2,train,0
restaurant:11:1,restaurant,11,1,user,0,train,1
restaurant:11:2,restaurant,11,2,agent,3,train,1
restaurant:11:3,restaurant,11,3,user,0,train,0
restaurant:11:4,restaurant,11,4,agent,1,train,0
restaurant:11:5,restaurant,11,5,user,0,train,0
restaurant:11:6,restaurant,11,6,agent,1,train,0
restaurant:11:7,restaurant,11,7,user,0,train,0
restaurant:11:8,restaurant,11,8,agent,1,train,0
restaurant:11:9,restaurant,11,9,user,0,train,0
restaurant:11:10,restaurant,11,10,agent,3,train,0
restaurant:11:11,restaurant,11,11,user,0,train,0
restaurant:11:12,restaurant,11,12,agent,2,train,1
restaurant:12:1,restaurant,12,1,user,1,validation,0
restaurant:12:2,restaurant,12,2,agent,0,validation,1
restaurant:12:3,restaurant,12,3,user,0,validation,0
restaurant:12:4,restaurant,12,4,agent,0,validation,0
restaurant:12:5,restaurant,12,5,user,0,validation,1
restaurant:12:6,restaurant,12,6,agent,2,validation,0
restaurant:12:7,restaurant,12,7,user,3,validation,1
restaurant:12:8,restaurant,12,8,agent,2,validation,0
restaurant:13:1,restaurant,13,1,user,2,train,0
restaurant:13:2,restaurant,13,2,agent,2,train,0
restaurant:13:3,restaurant,13,3,user,2,train,0
restaurant:13:4,restaurant,13,4,agent,2,train,0
restaurant:13:5,restaurant,13,5,user,3,train,1
restaurant:13:6,restaurant,13,6,agent,3,train,1
restaurant:13:7,restaurant,13,7,user,3,train,1
restaurant:13:8,restaurant,13,8,agent,2,train,0
restaurant:14:1,restaurant,14,1,user,2,train,0
restaurant:14:2,restaurant,14,2,agent,2,train,0
restaurant:15:1,restaurant,15,1,user,1,train,0
restaurant:15:2,restaurant,15,2,agent,3,train,1
restaurant:15:3,restaurant,15,3,user,2,train,0
restaurant:15:4,restaurant,15,4,agent,2,train,0
restaurant:15:5,restaurant,15,5,user,0,train,0
restaurant:15:6,restaurant,15,6,agent,2,train,0
restaurant:15:7,restaurant,15,7,user,0,train,0
restaurant:15:8,restaurant,15,8,agent,1,train,1
restaurant:15:9,restaurant,15,9,user,0,train,0
restaurant:15:10,restaurant,15,10,agent,1,train,0
restaurant:15:11,restaurant,15,11,user,0,train,0
restaurant:15:12,restaurant,15,12,agent,1,train,0
restaurant:15:13,restaurant,15,13,user,0,train,0
restaurant:15:14,restaurant,15,14,agent,2,train,0
restaurant:15:15,restaurant,15,15,user,0,train,0
restaurant:15:16,restaurant,15,16,agent,2,train,0
restaurant:16:1,restaurant,16,1,user,2,train,0
restaurant:16:2,restaurant,16,2,agent,2,train,1
restaurant:16:3,restaurant,16,3,user,0,train,0
restaurant:16:4,restaurant,16,4,agent,2,train,1
restaurant:16:5,restaurant,16,5,user,2,train,0
restaurant:16:6,restaurant,16,6,agent,2,train,0
restaurant:16:7,restaurant,16,7,user,3,train,0
restaurant:16:8,restaurant,16,8,agent,2,train,1
restaurant:17:1,restaurant,17,1,user,0,train,0
restaurant:17:2,restaurant,17,2,agent,3,train,1
restaurant:17:3,restaurant,17,3,user,0,train,0
restaurant:17:4,restaurant,17,4,agent,3,train,1
restaurant:17:5,restaurant,17,5,user,0,train,0
restaurant:17:6,restaurant,17,6,agent,2,train,0
restaurant:17:7,restaurant,17,7,user,2,train,0
restaurant:17:8,restaurant,17,8,agent,1,train,1
restaurant:17:9,restaurant,17,9,user,0,train,0
restaurant:17:10,restaurant,17,10,agent,1,train,0
restaurant:17:11,restaurant,17,11,user,0,train,0
restaurant:17:12,restaurant,17,12,agent,2,train,0
restaurant:18:1,restaurant,18,1,user,2,train,0
restaurant:18:2,restaurant,18,2,agent,2,train,0
restaurant:19:1,restaurant,19,1,user,0,test,0
restaurant:19:2,restaurant,19,2,agent,3,test,0
restaurant:20:1,restaurant,20,1,user,0,validation,0
restaurant:20:2,restaurant,20,2,agent,0,validation,0
restaurant:21:1,restaurant,21,1,user,0,train,0
restaurant:21:2,restaurant,21,2,agent,3,train,1
restaurant:21:3,restaurant,21,3,user,0,train,0
restaurant:21:4,restaurant,21,4,agent,1,train,0
restaurant:21:5,restaurant,21,5,user,2,train,0
restaurant:21:6,restaurant,21,6,agent,1,train,0
restaurant:21:7,restaurant,21,7,user,0,train,0
restaurant:21:8,restaurant,21,8,agent,1,train,0
restaurant:21:9,restaurant,21,9,user,0,train,0
restaurant:21:10,restaurant,21,10,agent,2,train,0
restaurant:21:11,restaurant,21,11,user,0,train,0
restaurant:21:12,restaurant,21,12,agent,2,train,0
restaurant:22:1,restaurant,22,1,user,3,train,1
restaurant:22:2,restaurant,22,2,agent,3,train,0
restaurant:22:3,restaurant,22,3,user,3,train,1
restaurant:22:4,restaurant,22,4,agent,2,train,1
restaurant:22:5,restaurant,22,5,user,3,train,1
restaurant:22:6,restaurant,22,6,agent,2,train,1
restaurant:22:7,restaurant,22,7,user,3,train,0
restaurant:22:8,restaurant,22,8,agent,2,train,0
restaurant:23:1,restaurant,23,1,user,2,validation,0
restaurant:23:2,restaurant,23,2,agent,2,validation,0
restaurant:24:1,restaurant,24,1,user,2,train,0
restaurant:24:2,restaurant,24,2,agent,1,train,0
restaurant:24:3,restaurant,24,3,user,0,train,0
restaurant:24:4,restaurant,24,4,agent,2,train,0
restaurant:25:1,restaurant,25,1,user,1,train,0
restaurant:25:2,restaurant,25,2,agent,3,train,1
restaurant:25:3,restaurant,25,3,user,0,train,0
restaurant:25:4,restaurant,25,4,agent,2,train,0
restaurant:25:5,restaurant,25,5,user,3,train,0
restaurant:25:6,restaurant,25,6,agent,2,train,0
restaurant:26:1,restaurant,26,1,user,1,train,0
restaurant:26:2,restaurant,26,2,agent,3,train,0
restaurant:26:3,restaurant,26,3,user,2,train,1
restaurant:26:4,restaurant,26,4,agent,1,train,0
restaurant:26:5,restaurant,26,5,user,0,train,0
restaurant:26:6,restaurant,26,6,agent,2,train,1
restaurant:26:7,restaurant,26,7,user,0,train,0
restaurant:26:8,restaurant,26,8,agent,3,train,0
restaurant:26:9,restaurant,26,9,user,3,train,1
restaurant:26:10,restaurant,26,10,agent,3,train,1
restaurant:26:11,restaurant,26,11,user,2,train,0
restaurant:26:12,restaurant,26,12,agent,2,train,1
restaurant:27:1,restaurant,27,1,user,2,train,1
restaurant:27:2,restaurant,27,2,agent,2,train,0
restaurant:28:1,restaurant,28,1,user,3,test,0
restaurant:28:2,restaurant,28,2,agent,3,test,0
restaurant:29:1,restaurant,29,1,user,3,train,1
restaurant:29:2,restaurant,29,2,agent,1,train,0
restaurant:29:3,restaurant,29,3,user,2,train,0
restaurant:29:4,restaurant,29,4,agent,2,train,0
restaurant:29:5,restaurant,29,5,user,0,train,1
restaurant:29:6,restaurant,29,6,agent,2,train,0
restaurant:30:1,restaurant,30,1,user,2,train,0
restaurant:30:2,restaurant,30,2,agent,2,train,1
restaurant:31:1,restaurant,31,1,user,3,test,1
restaurant:31:2,restaurant,31,2,agent,0,test,0
restaurant:32:1,restaurant,32,1,user,2,train,0
restaurant:32:2,restaurant,32,2,agent,2,train,0
restaurant:32:3,restaurant,32,3,user,0,train,0
restaurant:32:4,restaurant,32,4,agent,2,train,0
restaurant:32:5,restaurant,32,5,user,3,train,0
restaurant:32:6,restaurant,32,6,agent,2,train,0
restaurant:33:1,restaurant,33,1,user,2,train,0
restaurant:33:2,restaurant,33,2,agent,0,train,0
restaurant:33:3,restaurant,33,3,user,0,train,0
restaurant:33:4,restaurant,33,4,agent,3,train,0
restaurant:34:1,restaurant,34,1,user,1,test,0
restaurant:34:2,restaurant,34,2,agent,2,test,0
restaurant:34:3,restaurant,34,3,user,3,test,1
restaurant:34:4,restaurant,34,4,agent,2,test,0
restaurant:35:1,restaurant,35,1,user,1,train,0
restaurant:35:2,restaurant,35,2,agent,3,train,0
restaurant:35:3,restaurant,35,3,user,0,train,0
restaurant:35:4,restaurant,35,4,agent,3,train,0
restaurant:35:5,restaurant,35,5,user,2,train,0
restaurant:35:6,restaurant,35,6,agent,2,train,1
restaurant:35:7,restaurant,35,7,user,3,train,1
restaurant:35:8,restaurant,35,8,agent,2,train,0
restaurant:36:1,restaurant,36,1,user,1,train,0
restaurant:36:2,restaurant,36,2,agent,2,train,0
restaurant:36:3,restaurant,36,3,user,3,train,0
restaurant:36:4,restaurant,36,4,agent,2,train,0
restaurant:37:1,restaurant,37,1,user,1,train,0
restaurant:37:2,restaurant,37,2,agent,1,train,1
restaurant:37:3,restaurant,37,3,user,0,train,0
restaurant:37:4,restaurant,37,4,agent,2,train,0
restaurant:37:5,restaurant,37,5,user,0,train,0
restaurant:37:6,restaurant,37,6,agent,2,train,1
restaurant:38:1,restaurant,38,1,user,3,test,0
restaurant:38:2,restaurant,38,2,agent,3,test,0
restaurant:38:3,restaurant,38,3,user,3,test,1
restaurant:38:4,restaurant,38,4,agent,2,test,0
restaurant:38:5,restaurant,38,5,user,2,test,0
restaurant:38:6,restaurant,38,6,agent,2,test,0
restaurant:38:7,restaurant,38,7,user,0,test,0
restaurant:38:8,restaurant,38,8,agent,2,test,0
restaurant:38:9,restaurant,38,9,user,3,test,0
restaurant:38:10,restaurant,38,10,agent,2,test,1
restaurant:39:1,restaurant,39,1,user,0,train,0
restaurant:39:2,restaurant,39,2,agent,0,train,1
restaurant:40:1,restaurant,40,1,user,2,train,0
restaurant:40:2,restaurant,40,2,agent,2,train,1
restaurant:41:1,restaurant,41,1,user,1,test,1
restaurant:41:2,restaurant,41,2,agent,1,test,0
restaurant:41:3,restaurant,41,3,user,2,test,0
restaurant:41:4,restaurant,41,4,agent,3,test,0
restaurant:41:5,restaurant,41,5,user,0,test,1
restaurant:41:6,restaurant,41,6,agent,2,test,0
restaurant:41:7,restaurant,41,7,user,2,test,0
restaurant:41:8,restaurant,41,8,agent,2,test,0
restaurant:42:1,restaurant,42,1,user,2,train,0
restaurant:42:2,restaurant,42,2,agent,2,train,0
restaurant:43:1,restaurant,43,1,user,2,train,0
restaurant:43:2,restaurant,43,2,agent,2,train,0
restaurant:44:1,restaurant,44,1,user,2,train,0
restaurant:44:2,restaurant,44,2,agent,2,train,0
restaurant:44:3,restaurant,44,3,user,0,train,0
restaurant:44:4,restaurant,44,4,agent,2,train,0
restaurant:45:1,restaurant,45,1,user,3,train,0
restaurant:45:2,restaurant,45,2,agent,3,train,0
restaurant:45:3,restaurant,45,3,user,2,train,0
restaurant:45:4,restaurant,45,4,agent,1,train,0
restaurant:45:5,restaurant,45,5,user,2,train,0
restaurant:45:6,restaurant,45,6,agent,2,train,0
restaurant:46:1,restaurant,46,1,user,2,train,0
restaurant:46:2,restaurant,46,2,agent,2,train,1
restaurant:47:1,restaurant,47,1,user,0,train,1
restaurant:47:2,restaurant,47,2,agent,3,train,1
restaurant:47:3,restaurant,47,3,user,3,train,0
restaurant:47:4,restaurant,47,4,agent,2,train,1
restaurant:47:5,restaurant,47,5,user,0,train,0
restaurant:47:6,restaurant,47,6,agent,1,train,0
restaurant:47:7,restaurant,47,7,user,2,train,0
restaurant:47:8,restaurant,47,8,agent,3,train,1
restaurant:47:9,restaurant,47,9,user,0,train,1
restaurant:47:10,restaurant,47,10,agent,2,train,0
restaurant:48:1,restaurant,48,1,user,1,train,0
restaurant:48:2,restaurant,48,2,agent,0,train,0
restaurant:48:3,restaurant,48,3,user,2,train,0
restaurant:48:4,restaurant,48,4,agent,2,train,0
restaurant:48:5,restaurant,48,5,user,3,train,0
restaurant:48:6,restaurant,48,6,agent,2,train,0
restaurant:48:7,restaurant,48,7,user,2,train,1
restaurant:48:8,restaurant,48,8,agent,3,train,1
restaurant:49:1,restaurant,49,1,user,1,validation,0
restaurant:49:2,restaurant,49,2,agent,2,validation,0
restaurant:50:1,restaurant,50,1,user,3,train,0
restaurant:50:2,restaurant,50,2,agent,3,train,1
restaurant:50:3,restaurant,50,3,user,3,train,1
restaurant:50:4,restaurant,50,4,agent,2,train,0
restaurant:50:5,restaurant,50,5,user,3,train,1
restaurant:50:6,restaurant,50,6,agent,2,train,1
restaurant:51:1,restaurant,51,1,user,3,train,0
restaurant:51:2,restaurant,51,2,agent,1,train,1
restaurant:52:1,restaurant,52,1,user,3,train,1
restaurant:52:2,restaurant,52,2,agent,3,train,0
restaurant:52:3,restaurant,52,3,user,0,train,1
restaurant:52:4,restaurant,52,4,agent,1,train,1
restaurant:52:5,restaurant,52,5,user,0,train,1
restaurant:52:6,restaurant,52,6,agent,1,train,0
restaurant:52:7,restaurant,52,7,user,0,train,0
restaurant:52:8,restaurant,52,8,agent,1,train,1
restaurant:52:9,restaurant,52,9,user,0,train,1
restaurant:52:10,restaurant,52,10,agent,2,train,0
restaurant:52:11,restaurant,52,11,user,0,train,0
restaurant:52:12,restaurant,52,12,agent,2,train,1
restaurant:53:1,restaurant,53,1,user,1,train,0
restaurant:53:2,restaurant,53,2,agent,2,train,0
restaurant:54:1,restaurant,54,1,user,3,validation,0
restaurant:54:2,restaurant,54,2,agent,1,validation,0
restaurant:54:3,restaurant,54,3,user,2,validation,0
restaurant:54:4,restaurant,54,4,agent,2,validation,0
restaurant:54:5,restaurant,54,5,user,0,validation,0
restaurant:54:6,restaurant,54,6,agent,2,validation,0
restaurant:54:7,restaurant,54,7,user,3,validation,1
restaurant:54:8,restaurant,54,8,agent,2,validation,0
restaurant:55:1,restaurant,55,1,user,3,train,0
restaurant:55:2,restaurant,55,2,agent,3,train,0
restaurant:55:3,restaurant,55,3,user,3,train,0
restaurant:55:4,restaurant,55,4,agent,3,train,1
restaurant:55:5,restaurant,55,5,user,0,train,0
restaurant:55:6,restaurant,55,6,agent,2,train,0
restaurant:55:7,restaurant,55,7,user,0,train,1
restaurant:55:8,restaurant,55,8,agent,1,train,0
restaurant:55:9,restaurant,55,9,user,2,train,0
restaurant:55:10,restaurant,55,10,agent,2,train,0
restaurant:55:11,restaurant,55,11,user,0,train,0
restaurant:55:12,restaurant,55,12,agent,2,train,0
restaurant:56:1,restaurant,56,1,user,1,train,0
restaurant:56:2,restaurant,56,2,agent,3,train,1
restaurant:56:3,restaurant,56,3,user,0,train,0
restaurant:56:4,restaurant,56,4,agent,3,train,1
restaurant:56:5,restaurant,56,5,user,0,train,0
restaurant:56:6,restaurant,56,6,agent,3,train,1
restaurant:56:7,restaurant,56,7,user,0,train,1
restaurant:56:8,restaurant,56,8,agent,2,train,0
restaurant:56:9,restaurant,56,9,user,2,train,0
restaurant:56:10,restaurant,56,10,agent,2,train,0
restaurant:57:1,restaurant,57,1,user,1,train,0
restaurant:57:2,restaurant,57,2,agent,3,train,1
restaurant:57:3,restaurant,57,3,user,2,train,0
restaurant:57:4,restaurant,57,4,agent,2,train,0
restaurant:57:5,restaurant,57,5,user,2,train,0
restaurant:57:6,restaurant,57,6,agent,3,train,0
restaurant:58:1,restaurant,58,1,user,0,test,0
restaurant:58:2,restaurant,58,2,agent,3,test,1
restaurant:58:3,restaurant,58,3,user,0,test,0
restaurant:58:4,restaurant,58,4,agent,1,test,0
restaurant:58:5,restaurant,58,5,user,0,test,0
restaurant:58:6,restaurant,58,6,agent,2,test,0
restaurant:58:7,restaurant,58,7,user,0,test,0
restaurant:58:8,restaurant,58,8,agent,3,test,1
restaurant:58:9,restaurant,58,9,user,2,test,0
restaurant:58:10,restaurant,58,10,agent,2,test,1
restaurant:58:11,restaurant,58,11,user,0,test,0
restaurant:58:12,restaurant,58,12,agent,2,test,0
restaurant:59:1,restaurant,59,1,user,1,train,0
restaurant:59:2,restaurant,59,2,agent,2,train,0
restaurant:59:3,restaurant,59,3,user,0,train,0
restaurant:59:4,restaurant,59,4,agent,2,train,0
restaurant:60:1,restaurant,60,1,user,3,test,0
restaurant:60:2,restaurant,60,2,agent,3,test,0
restaurant:61:1,restaurant,61,1,user,2,train,0
restaurant:61:2,restaurant,61,2,agent,2,train,0
restaurant:62:1,restaurant,62,1,user,1,train,0
restaurant:62:2,restaurant,62,2,agent,3,train,0
restaurant:63:1,restaurant,63,1,user,3,train,0
restaurant:63:2,restaurant,63,2,agent,3,train,1
restaurant:63:3,restaurant,63,3,user,2,train,0
restaurant:63:4,restaurant,63,4,agent,1,train,1
restaurant:63:5,restaurant,63,5,user,3,train,0
restaurant:63:6,restaurant,63,6,agent,2,train,0
restaurant:63:7,restaurant,63,7,user,3,train,0
restaurant:63:8,restaurant,63,8,agent,2,train,1
restaurant:63:9,restaurant,63,9,user,2,train,0
restaurant:63:10,restaurant,63,10,agent,2,train,0
restaurant:63:11,restaurant,63,11,user,2,train,0
restaurant:63:12,restaurant,63,12,agent,2,train,0
restaurant:63:13,restaurant,63,13,user,3,train,0
restaurant:63:14,restaurant,63,14,agent,2,train,0
restaurant:64:1,restaurant,64,1,user,3,train,0
restaurant:64:2,restaurant,64,2,agent,3,train,0
restaurant:65:1,restaurant,65,1,user,1,train,0
restaurant:65:2,restaurant,65,2,agent,2,train,0
restaurant:65:3,restaurant,65,3,user,3,train,0
restaurant:65:4,restaurant,65,4,agent,2,train,0
restaurant:65:5,restaurant,65,5,user,0,train,0
restaurant:65:6,restaurant,65,6,agent,2,train,0
restaurant:66:1,restaurant,66,1,user,3,test,0
restaurant:66:2,restaurant,66,2,agent,0,test,0
restaurant:66:3,restaurant,66,3,user,2,test,0
restaurant:66:4,restaurant,66,4,agent,2,test,0
restaurant:66:5,restaurant,66,5,user,2,test,0
restaurant:66:6,restaurant,66,6,agent,1,test,0
restaurant:66:7,restaurant,66,7,user,0,test,1
restaurant:66:8,restaurant,66,8,agent,1,test,1
restaurant:66:9,restaurant,66,9,user,2,test,0
restaurant:66:10,restaurant,66,10,agent,2,test,0
restaurant:66:11,restaurant,66,11,user,3,test,1
restaurant:66:12,restaurant,66,12,agent,1,test,0
restaurant:66:13,restaurant,66,13,user,2,test,1
restaurant:66:14,restaurant,66,14,agent,2,test,0
restaurant:67:1,restaurant,67,1,user,2,train,1
restaurant:67:2,restaurant,67,2,agent,2,train,1
restaurant:67:3,restaurant,67,3,user,3,train,1
restaurant:67:4,restaurant,67,4,agent,2,train,0
restaurant:68:1,restaurant,68,1,user,3,train,1
restaurant:68:2,restaurant,68,2,agent,2,train,0
restaurant:69:1,restaurant,69,1,user,3,train,1
restaurant:69:2,restaurant,69,2,agent,3,train,0
restaurant:70:1,restaurant,70,1,user,1,train,1
restaurant:70:2,restaurant,70,2,agent,1,train,1
restaurant:70:3,restaurant,70,3,user,3,train,1
restaurant:70:4,restaurant,70,4,agent,2,train,0
restaurant:70:5,restaurant,70,5,user,0,train,0
restaurant:70:6,restaurant,70,6,agent,2,train,0
restaurant:70:7,restaurant,70,7,user,3,train,1
restaurant:70:8,restaurant,70,8,agent,2,train,0
restaurant:71:1,restaurant,71,1,user,2,train,0
restaurant:71:2,restaurant,71,2,agent,2,train,0
restaurant:72:1,restaurant,72,1,user,2,train,0
restaurant:72:2,restaurant,72,2,agent,2,train,0
restaurant:73:1,restaurant,73,1,user,2,test,0
restaurant:73:2,restaurant,73,2,agent,2,test,0
restaurant:74:1,restaurant,74,1,user,2,validation,0
restaurant:74:2,restaurant,74,2,agent,3,validation,0
restaurant:74:3,restaurant,74,3,user,0,validation,0
restaurant:74:4,restaurant,74,4,agent,2,validation,0
restaurant:74:5,restaurant,74,5,user,0,validation,1
restaurant:74:6,restaurant,74,6,agent,2,validation,1
restaurant:75:1,restaurant,75,1,user,2,train,0
restaurant:75:2,restaurant,75,2,agent,2,train,0
restaurant:75:3,restaurant,75,3,user,0,train,0
restaurant:75:4,restaurant,75,4,agent,2,train,0
restaurant:75:5,restaurant,75,5,user,0,train,0
restaurant:75:6,restaurant,75,6,agent,2,train,0
restaurant:76:1,restaurant,76,1,user,0,train,0
restaurant:76:2,restaurant,76,2,agent,1,train,0
restaurant:76:3,restaurant,76,3,user,0,train,0
restaurant:76:4,restaurant,76,4,agent,2,train,0
restaurant:76:5,restaurant,76,5,user,3,train,1
restaurant:76:6,restaurant,76,6,agent,2,train,0
restaurant:76:7,restaurant,76,7,user,0,train,0
restaurant:76:8,restaurant,76,8,agent,2,train,1
restaurant:76:9,restaurant,76,9,user,2,train,0
restaurant:76:10,restaurant,76,10,agent,3,train,1
restaurant:76:11,restaurant,76,11,user,3,train,0
restaurant:76:12,restaurant,76,12,agent,2,train,0
restaurant:77:1,restaurant,77,1,user,1,train,0
restaurant:77:2,restaurant,77,2,agent,3,train,1
restaurant:78:1,restaurant,78,1,user,2,train,0
restaurant:78:2,restaurant,78,2,agent,2,train,1
restaurant:79:1,restaurant,79,1,user,2,train,0
restaurant:79:2,restaurant,79,2,agent,2,train,0
restaurant:79:3,restaurant,79,3,user,0,train,0
restaurant:79:4,restaurant,79,4,agent,2,train,0
restaurant:79:5,restaurant,79,5,user,0,train,0
restaurant:79:6,restaurant,79,6,agent,2,train,1
restaurant:79:7,restaurant,79,7,user,3,train,0
restaurant:79:8,restaurant,79,8,agent,2,train,0
restaurant:80:1,restaurant,80,1,user,2,test,0
restaurant:80:2,restaurant,80,2,agent,2,test,0
restaurant:81:1,restaurant,81,1,user,3,train,1
restaurant:81:2,restaurant,81,2,agent,3,train,1
restaurant:81:3,restaurant,81,3,user,2,train,1
restaurant:81:4,restaurant,81,4,agent,2,train,0
restaurant:82:1,restaurant,82,1,user,2,train,1
restaurant:82:2,restaurant,82,2,agent,3,train,1
restaurant:82:3,restaurant,82,3,user,2,train,0
restaurant:82:4,restaurant,82,4,agent,2,train,1
restaurant:82:5,restaurant,82,5,user,3,train,0
restaurant:82:6,restaurant,82,6,agent,1,train,0
restaurant:82:7,restaurant,82,7,user,0,train,1
restaurant:82:8,restaurant,82,8,agent,2,train,0
restaurant:83:1,restaurant,83,1,user,0,train,1
restaurant:83:2,restaurant,83,2,agent,1,train,0
restaurant:83:3,restaurant,83,3,user,0,train,0
restaurant:83:4,restaurant,83,4,agent,1,train,0
restaurant:83:5,restaurant,83,5,user,0,train,0
restaurant:83:6,restaurant,83,6,agent,1,train,0
restaurant:83:7,restaurant,83,7,user,0,train,0
restaurant:83:8,restaurant,83,8,agent,1,train,0
restaurant:83:9,restaurant,83,9,user,0,train,0
restaurant:83:10,restaurant,83,10,agent,3,train,0
restaurant:83:11,restaurant,83,11,user,0,train,0
restaurant:83:12,restaurant,83,12,agent,2,train,0
restaurant:83:13,restaurant,83,13,user,0,train,0
restaurant:83:14,restaurant,83,14,agent,2,train,0
restaurant:83:15,restaurant,83,15,user,0,train,0
restaurant:83:16,restaurant,83,16,agent,3,train,0
restaurant:83:17,restaurant,83,17,user,3,train,1
restaurant:83:18,restaurant,83,18,agent,2,train,0
restaurant:84:1,restaurant,84,1,user,1,validation,0
restaurant:84:2,restaurant,84,2,agent,2,validation,0
restaurant:84:3,restaurant,84,3,user,2,validation,0
restaurant:84:4,restaurant,84,4,agent,2,validation,1
restaurant:85:1,restaurant,85,1,user,1,train,0
restaurant:85:2,restaurant,85,2,agent,2,train,0
restaurant:85:3,restaurant,85,3,user,3,train,1
restaurant:85:4,restaurant,85,4,agent,1,train,0
restaurant:85:5,restaurant,85,5,user,2,train,0
restaurant:85:6,restaurant,85,6,agent,2,train,1
restaurant:86:1,restaurant,86,1,user,2,test,0
restaurant:86:2,restaurant,86,2,agent,2,test,1
restaurant:86:3,restaurant,86,3,user,0,test,0
restaurant:86:4,restaurant,86,4,agent,2,test,0
restaurant:87:1,restaurant,87,1,user,2,test,0
restaurant:87:2,restaurant,87,2,agent,3,test,0
restaurant:87:3,restaurant,87,3,user,3,test,0
restaurant:87:4,restaurant,87,4,agent,2,test,0
restaurant:87:5,restaurant,87,5,user,3,test,0
restaurant:87:6,restaurant,87,6,agent,3,test,0
restaurant:88:1,restaurant,88,1,user,1,test,0
restaurant:88:2,restaurant,88,2,agent,2,test,1
restaurant:88:3,restaurant,88,3,user,0,test,0
restaurant:88:4,restaurant,88,4,agent,2,test,1
restaurant:89:1,restaurant,89,1,user,1,test,0
restaurant:89:2,restaurant,89,2,agent,3,test,0
